Open,High,Low,Close,Volume,Date
4.69,4.69,4.51,4.58,5869000,2016-05-12
4.68,4.83,4.68,4.72,11094000,2016-05-13
4.7,4.72,4.48,4.5,12737000,2016-05-16
4.5,4.58,4.42,4.42,2452000,2016-05-17
4.49,4.49,4.36,4.37,2841000,2016-05-18
4.39,4.4,4.3,4.35,2970000,2016-05-19
4.39,4.39,4.2,4.25,3082000,2016-05-20
4.25,4.28,4.08,4.09,5858000,2016-05-23
4.1,4.29,4.09,4.19,8677000,2016-05-24
4.23,4.36,4.16,4.25,12033000,2016-05-25
4.3,4.31,4.16,4.16,4199000,2016-05-26
4.2,4.24,4.11,4.16,11076000,2016-05-27
4.15,4.23,4.12,4.23,2553000,2016-05-30
4.23,4.23,4.01,4.2,40070000,2016-05-31
4.18,4.19,4.01,4.08,9001000,2016-06-01
4.1,4.29,4.04,4.25,18563000,2016-06-02
4.25,4.4,4.2,4.37,19645000,2016-06-03
4.4,4.7,4.39,4.69,16523000,2016-06-06
4.7,5.14,4.69,4.91,38033000,2016-06-07
4.98,5.09,4.8,4.8,9711000,2016-06-08
4.83,5.25,4.83,5.19,17988000,2016-06-09
5.2,5.45,5.11,5.26,20396600,2016-06-10
5.26,5.26,4.92,5.07,3359800,2016-06-13
5.07,5.07,4.84,5,3481400,2016-06-14
5,5.36,4.9,5.3,14436300,2016-06-15
5.3,5.72,5.3,5.69,26758600,2016-06-16
5.75,5.9,5.75,5.9,18102500,2016-06-17
5.92,6.1,5.92,6.02,11766800,2016-06-20
6.05,6.18,5.93,6.02,13901100,2016-06-21
6.02,6.02,5.76,5.96,6295200,2016-06-22
5.97,6.02,5.85,5.9,3415700,2016-06-23
5.9,6.05,5.28,5.46,14702900,2016-06-24
5.45,5.82,5.25,5.8,29853200,2016-06-27
5.8,5.99,5.73,5.93,7400300,2016-06-28
6,6.45,5.96,6.4,22050000,2016-06-29
6.45,6.75,6.38,6.64,24349300,2016-06-30
6.59,6.64,6.39,6.55,11331200,2016-07-01
6.53,6.65,6.35,6.6,8465400,2016-07-04
6.6,6.72,6.4,6.51,3937600,2016-07-05
6.51,6.6,6.44,6.58,4491700,2016-07-07
6.58,6.8,6.45,6.78,18465000,2016-07-08
6.82,7,6.75,6.92,16277500,2016-07-11
6.92,7,6.75,6.75,10550300,2016-07-12
6.8,6.99,6.73,6.83,19329500,2016-07-13
6.83,6.85,6.6,6.6,3629600,2016-07-14
6.6,6.8,6.58,6.71,8382100,2016-07-15
6.71,6.71,6.5,6.5,7446500,2016-07-18
6.57,6.6,6.35,6.39,9395100,2016-07-19
6.4,6.41,5.99,6.13,10158600,2016-07-20
6.13,6.13,5.7,5.8,14186800,2016-07-21
5.77,5.95,5.7,5.7,7766300,2016-07-22
5.71,5.9,5.64,5.7,9596000,2016-07-25
5.75,6.04,5.75,5.97,12275400,2016-07-26
6.02,6.13,5.8,5.9,4212600,2016-07-27
5.89,5.89,5.55,5.58,9879900,2016-07-28
5.58,5.66,5.51,5.6,6721400,2016-07-29
5.6,5.75,5.56,5.75,3505300,2016-08-01
5.8,5.83,5.65,5.72,2766800,2016-08-02
5.72,5.78,5.45,5.78,8199600,2016-08-03
5.83,5.95,5.78,5.9,3174100,2016-08-04
5.91,5.97,5.7,5.89,4938200,2016-08-05
5.9,5.92,5.73,5.89,1914000,2016-08-08
5.9,5.99,5.8,5.9,7203700,2016-08-09
5.9,5.9,5.75,5.75,1773100,2016-08-10
5.7,6.1,5.55,5.96,19575100,2016-08-11
6.08,6.32,5.96,6.19,32087200,2016-08-12
6,6.3,5.96,6.28,19025400,2016-08-15
6.32,6.71,6.3,6.7,33703800,2016-08-16
6.7,6.83,6.41,6.5,24639600,2016-08-17
6.4,6.5,6.3,6.42,9905200,2016-08-18
6.44,6.5,6.24,6.44,10602100,2016-08-19
6.44,6.63,6.44,6.54,7623800,2016-08-22
6.52,6.6,6.15,6.21,8949600,2016-08-23
6.16,6.16,5.34,5.37,36698800,2016-08-24
5.4,5.54,5.03,5.4,25124400,2016-08-25
5.42,5.8,5.42,5.8,18975800,2016-08-26
5.79,5.85,5.65,5.85,9088500,2016-08-30
5.85,5.85,5.55,5.58,20224700,2016-08-31
5.55,5.71,5.55,5.71,3634700,2016-09-01
5.7,5.83,5.7,5.72,2548400,2016-09-02
5.65,5.72,5.54,5.58,4087600,2016-09-05
5.75,5.9,5.41,5.41,14619300,2016-09-06
5.52,5.65,5.06,5.06,23369600,2016-09-07
5.11,5.25,4.91,5.1,16765000,2016-09-08
5.16,5.44,5.16,5.35,66195400,2016-09-09
5.4,5.54,5.31,5.31,25671800,2016-09-13
5.31,5.36,5.17,5.2,14241400,2016-09-14
5.2,5.39,5.09,5.1,15723000,2016-09-15
5.17,5.28,5.08,5.08,14367400,2016-09-16
5.13,5.57,5.13,5.36,30938200,2016-09-19
5.44,5.67,5.44,5.67,20169900,2016-09-20
5.61,5.8,5.52,5.52,10037400,2016-09-21
5.54,5.59,5.39,5.39,10762400,2016-09-22
5.4,5.44,5.35,5.35,4807200,2016-09-23
5.33,5.33,5.08,5.08,20184900,2016-09-26
5.08,5.08,4.64,4.64,55798200,2016-09-27
4.73,4.93,4.69,4.92,24223000,2016-09-28
4.93,4.93,4.7,4.71,26964000,2016-09-29
4.68,4.68,4.5,4.56,22151000,2016-09-30
4.56,4.65,4.5,4.54,5955000,2016-10-03
4.54,4.62,4.51,4.51,12736000,2016-10-04
4.51,4.52,4.37,4.44,9342000,2016-10-05
4.45,4.67,4.45,4.67,7342000,2016-10-06
4.7,4.7,4.51,4.53,3501000,2016-10-07
4.56,4.87,4.54,4.86,14676000,2016-10-10
4.9,5.2,4.9,5.19,31692000,2016-10-11
5.17,5.17,4.91,5.02,12262500,2016-10-12
4.92,4.99,4.9,4.95,9155900,2016-10-13
4.94,5.22,4.91,5.15,16562000,2016-10-14
5.16,5.3,4.9,4.9,25425200,2016-10-17
4.99,5.16,4.99,5.05,34237000,2016-10-18
5.13,5.26,5.08,5.15,21413600,2016-10-19
5.2,5.43,5.16,5.4,34443600,2016-10-20
5.41,5.92,5.41,5.79,68220300,2016-10-21
5.83,5.98,5.71,5.85,12047700,2016-10-24
5.86,6.2,5.82,6.1,32570100,2016-10-25
6.03,6.05,5.84,5.84,9351500,2016-10-26
5.84,5.95,5.8,5.84,7840200,2016-10-27
5.84,5.92,5.67,5.92,10474000,2016-10-28
5.92,5.92,5.71,5.85,7582000,2016-11-02
5.75,5.9,5.75,5.83,4899100,2016-11-03
5.9,6.35,5.9,6.3,44818000,2016-11-04
6.31,6.38,6.14,6.21,11014900,2016-11-07
6.24,6.48,6.24,6.34,13631000,2016-11-08
6.33,6.33,5.96,6.12,9487500,2016-11-09
6.31,6.63,6.3,6.59,20795600,2016-11-10
6.6,6.6,6.21,6.3,11396100,2016-11-11
6.3,6.62,6.3,6.5,9878000,2016-11-14
6.5,6.7,6.45,6.65,11505600,2016-11-15
6.66,6.95,6.66,6.84,15826800,2016-11-16
6.84,6.84,6.43,6.43,66693500,2016-11-17
6.43,6.58,6.43,6.5,25041800,2016-11-18
6.5,6.62,6.37,6.5,13735200,2016-11-21
6.5,6.5,6.24,6.3,4919500,2016-11-22
6.21,6.47,6.02,6.45,14062300,2016-11-23
6.45,6.65,6.35,6.6,14617800,2016-11-24
6.6,6.6,6.38,6.54,4785000,2016-11-25
6.5,6.6,6.4,6.6,3069700,2016-11-28
6.22,6.5,6.22,6.38,4759300,2016-11-29
6.4,6.6,6.36,6.45,4171900,2016-12-01
6.45,6.6,6.35,6.52,9806400,2016-12-02
6.39,6.52,6.32,6.32,1855300,2016-12-05
6.3,6.48,6.11,6.2,1537900,2016-12-06
6.17,6.3,6.12,6.2,1597300,2016-12-07
6.21,6.4,6.14,6.4,6219200,2016-12-08
6.4,6.4,6.19,6.3,10440400,2016-12-09
6.25,6.25,6.04,6.08,8450500,2016-12-12
6.07,6.2,5.97,6.2,8577700,2016-12-13
6.22,6.33,6.2,6.25,5395000,2016-12-14
6.2,6.2,5.98,6.08,1856400,2016-12-15
6.04,6.18,5.92,6.03,4142900,2016-12-16
6,6,5.83,5.93,1942900,2016-12-19
5.83,5.83,5.72,5.8,4996400,2016-12-20
5.8,6.1,5.8,6.1,5807300,2016-12-21
6.11,6.21,5.73,6.02,4122900,2016-12-22
6.09,6.09,5.8,5.96,1866400,2016-12-23
5.96,6,5.9,6,328400,2016-12-27
5.97,6.15,5.9,6.15,1777700,2016-12-28
6.05,6.17,6.02,6.15,2428100,2016-12-29
6.14,6.14,5.98,6.1,1669000,2017-01-03
6.1,6.37,6,6.37,7787200,2017-01-04
6.37,6.55,6.26,6.45,4218100,2017-01-05
6.49,6.49,6.29,6.4,4177100,2017-01-06
6.4,6.4,6.31,6.33,657900,2017-01-09
6.33,6.33,6.14,6.18,4034800,2017-01-10
6.23,6.23,6.03,6.06,3895500,2017-01-11
6.03,6.1,5.88,5.88,6272700,2017-01-12
5.89,6.27,5.89,6.27,8838400,2017-01-13
6.27,6.48,6.2,6.46,11990700,2017-01-16
6.4,6.63,6.36,6.57,21549000,2017-01-17
6.57,6.75,6.52,6.75,18935200,2017-01-18
6.75,6.87,6.64,6.85,15445700,2017-01-19
6.85,7.09,6.7,7.05,38387100,2017-01-20
7.07,7.35,7.07,7.35,20911200,2017-01-23
7.35,7.9,7.14,7.9,24730700,2017-01-24
7.85,7.89,7.54,7.8,15543100,2017-01-25
7.7,7.8,7.61,7.7,3172500,2017-01-26
7.69,8.03,7.61,7.9,10438700,2017-01-27
7.89,7.95,7.73,7.75,5881200,2017-01-30
7.75,7.8,7.53,7.74,4255000,2017-01-31
7.64,7.71,7.48,7.5,7409400,2017-02-01
7.4,7.5,7.06,7.06,11262300,2017-02-02
7.06,7.64,7,7.5,16155800,2017-02-03
7.57,7.62,7.33,7.39,6982400,2017-02-06
7.31,7.55,7.12,7.2,7439700,2017-02-07
7.1,7.3,7.08,7.2,5375600,2017-02-08
7.11,7.27,7.09,7.14,5086500,2017-02-09
7.13,7.2,7.01,7.05,3762800,2017-02-10
7.05,7.41,7.05,7.3,3976600,2017-02-13
7.3,7.39,7.11,7.12,2354300,2017-02-14
7.14,7.42,7.14,7.42,6476700,2017-02-15
7.42,7.7,7.42,7.43,23931900,2017-02-16
7.46,7.56,7.27,7.32,2301100,2017-02-17
7.4,7.4,7.23,7.28,4562100,2017-02-20
7.25,7.51,7.25,7.51,4486900,2017-02-21
7.5,7.69,7.4,7.64,5988600,2017-02-22
7.63,7.8,7.53,7.7,17792900,2017-02-23
7.71,7.71,7.4,7.4,6172900,2017-02-24
7.4,7.4,7.1,7.26,9167200,2017-02-27
7.2,7.38,7.09,7.36,8867100,2017-02-28
7.21,7.45,7.21,7.45,2590900,2017-03-01
7.44,7.6,7.38,7.51,4655000,2017-03-02
7.51,7.51,7.37,7.37,1187000,2017-03-03
7.4,7.6,7.32,7.58,8615000,2017-03-06
7.6,7.78,7.51,7.61,13534700,2017-03-07
7.61,7.76,7.59,7.7,2959500,2017-03-08
7.71,8,7.65,7.99,15063300,2017-03-09
8,8.1,7.82,8,6735800,2017-03-10
8,8.15,7.9,7.98,4554900,2017-03-13
7.95,7.98,7.56,7.65,19297900,2017-03-14
7.62,7.62,7.25,7.35,11740700,2017-03-15
7.35,7.6,7.31,7.5,5328700,2017-03-16
7.6,7.6,7.43,7.52,7067800,2017-03-17
7.57,7.58,7.38,7.56,1717800,2017-03-20
7.56,7.6,7.55,7.58,3153100,2017-03-21
7.58,7.58,7.4,7.43,4160700,2017-03-22
7.5,7.56,7.4,7.4,2686000,2017-03-23
7.54,7.85,7.34,7.34,15789300,2017-03-24
7.45,7.5,7.2,7.3,9247800,2017-03-27
7.28,7.65,7.25,7.45,9724300,2017-03-28
7.5,7.8,7.47,7.72,16834700,2017-03-29
7.73,7.88,7.65,7.74,13555800,2017-03-30
7.74,8.06,7.74,7.95,31258700,2017-03-31
7.95,8.17,7.94,8.07,14498700,2017-04-03
8.07,8.4,8.07,8.35,14401600,2017-04-04
8.42,8.45,8.27,8.28,8174000,2017-04-05
8.28,8.35,8.08,8.14,10420500,2017-04-06
8.06,8.48,8.05,8.35,16088800,2017-04-07
8.36,8.47,8.28,8.36,4646100,2017-04-10
8.35,8.75,8.3,8.69,22765400,2017-04-11
8.7,8.7,8.59,8.6,3479300,2017-04-12
8.58,8.58,8.33,8.34,2117000,2017-04-17
8.3,8.5,8.3,8.38,2461400,2017-04-18
8.37,8.37,8.19,8.24,4464600,2017-04-19
8.22,8.74,8.16,8.65,13397800,2017-04-20
8.6,8.79,8.59,8.71,14246300,2017-04-21
8.7,8.85,8.7,8.85,11592200,2017-04-24
8.85,9.02,8.85,8.99,15630300,2017-04-25
9.05,9.4,9.04,9.4,23185100,2017-04-26
9.35,9.35,9,9,12521700,2017-04-27
9.09,9.18,9.04,9.11,10033000,2017-05-02
9.13,9.37,9.13,9.31,4280600,2017-05-03
9.35,9.65,9.31,9.65,14988600,2017-05-04
9.65,9.69,9.42,9.5,7792900,2017-05-05
9.6,10,9.6,9.95,20723300,2017-05-08
9.96,10.18,9.78,9.95,33463700,2017-05-09
9.95,10.06,9.88,10,5626900,2017-05-10
9.95,10,9.9,9.97,15478800,2017-05-11
9.97,9.97,9.65,9.95,7936800,2017-05-12
10.04,10.26,9.9,10.04,10702900,2017-05-15
10.08,10.18,9.8,9.8,14744900,2017-05-16
9.83,9.9,9.39,9.6,19970400,2017-05-17
9.58,9.75,9.38,9.75,15968500,2017-05-18
9.75,9.93,9.55,9.6,6989100,2017-05-19
9.6,9.98,9.6,9.61,12171200,2017-05-22
9.62,9.89,9.5,9.5,7721000,2017-05-23
9.41,9.78,9.39,9.54,11328900,2017-05-24
9.7,10.1,9.54,10.08,16832600,2017-05-25
10.08,10.26,10.06,10.2,9019500,2017-05-26
10.18,10.22,9.89,9.98,5890000,2017-05-29
10,10,9.64,9.7,17854400,2017-05-30
9.69,10,9.4,9.4,32390600,2017-05-31
9.49,9.85,9.36,9.85,14876600,2017-06-01
9.75,9.84,9.3,9.3,26714800,2017-06-02
9.31,9.7,9.31,9.6,20601700,2017-06-05
9.69,9.8,9.6,9.6,13195700,2017-06-06
9.59,9.79,9.58,9.71,12194200,2017-06-07
9.7,10.06,9.66,9.97,13912600,2017-06-08
10,10.48,9.97,9.97,23911500,2017-06-09
10,10.08,9.56,9.65,38068400,2017-06-13
9.65,9.96,9.47,9.51,12868500,2017-06-14
9.53,9.7,9.4,9.49,8935500,2017-06-15
9.58,9.74,9.36,9.36,11518500,2017-06-16
9.38,9.56,9.3,9.3,26761000,2017-06-19
9.44,9.49,9.32,9.39,12185600,2017-06-20
9.48,9.75,9.48,9.7,18397400,2017-06-21
9.72,9.84,9.65,9.72,15614800,2017-06-22
9.75,9.82,9.58,9.58,6653200,2017-06-23
9.72,9.72,9.04,9.08,25243900,2017-06-27
9.11,9.27,8.84,9.03,26721800,2017-06-28
9.09,9.4,9.09,9.12,13037000,2017-06-29
9.12,9.34,8.8,9.25,13611900,2017-06-30
9.26,9.3,9.06,9.25,6028800,2017-07-03
9.25,9.69,9.21,9.65,10277900,2017-07-04
9.65,9.9,9.53,9.84,18906400,2017-07-05
9.85,10.1,9.75,9.75,13844500,2017-07-06
9.79,9.89,9.64,9.79,5435500,2017-07-07
9.75,9.85,9.52,9.6,8942800,2017-07-10
9.6,9.72,9.5,9.5,11952200,2017-07-11
9.49,9.7,9.45,9.7,9211100,2017-07-12
9.6,9.98,9.6,9.7,19840800,2017-07-13
9.71,9.95,9.71,9.95,6024300,2017-07-14
9.9,9.9,9.75,9.8,1705400,2017-07-17
9.8,9.96,9.4,9.42,12473800,2017-07-18
9.43,9.6,9.42,9.46,5277400,2017-07-19
9.46,9.6,9.2,9.22,12154800,2017-07-20
9.22,9.46,8.95,9.46,11438400,2017-07-21
9.34,9.5,9.21,9.5,7742000,2017-07-24
9.21,9.38,9.05,9.05,9056300,2017-07-25
9.1,9.3,9,9.11,10107200,2017-07-26
9.12,9.23,9.11,9.14,7794200,2017-07-27
9.2,9.45,9.08,9.11,32583700,2017-07-28
9.26,9.26,8.78,8.8,13900500,2017-07-31
8.8,9,8.71,9,11326500,2017-08-01
9.05,9.2,9.02,9.1,9721200,2017-08-02
9.14,9.26,8.8,8.81,10028900,2017-08-03
8.97,9.09,8.83,8.83,9190400,2017-08-04
8.85,9.08,8.85,9,7009400,2017-08-07
9,9.23,9,9.14,7509000,2017-08-08
9.18,9.23,8.95,9.05,7502600,2017-08-09
9.26,9.42,9.05,9.05,12796300,2017-08-10
9.15,9.15,8.97,9,5912900,2017-08-11
9.15,9.94,9.1,9.94,45884100,2017-08-14
9.95,10.16,9.75,9.86,18788400,2017-08-15
9.87,10.08,9.86,9.95,7480200,2017-08-16
9.98,10.1,9.9,9.95,8844900,2017-08-17
9.95,10,9.74,9.83,9617000,2017-08-18
9.83,10.18,9.8,10.12,15101300,2017-08-22
10.14,10.46,10.14,10.28,19277400,2017-08-23
10.3,10.64,10.3,10.58,12306600,2017-08-24
10.66,10.98,10.64,10.94,18458700,2017-08-25
10.94,11,10.56,10.76,11047400,2017-08-29
10.78,11.18,10.78,11.14,30247900,2017-08-30
11.16,11.42,11.16,11.22,25074800,2017-08-31
11.22,11.48,10.94,11.42,14513300,2017-09-04
11.4,11.6,11.32,11.56,11760000,2017-09-05
11.5,11.9,11.46,11.58,21184600,2017-09-06
11.58,11.9,11.56,11.72,10557800,2017-09-07
11.8,11.94,11.44,11.66,10217500,2017-09-08
11.64,11.9,11.5,11.9,15748400,2017-09-11
11,11.5,10.94,10.98,40423500,2017-09-13
10.96,11.18,10.94,10.94,30065500,2017-09-14
10.94,11,10.86,11,30689000,2017-09-15
11,11.16,10.9,10.9,17006400,2017-09-18
10.92,11,10.12,10.18,48655100,2017-09-19
10.2,10.66,10.2,10.66,18958300,2017-09-20
10.76,10.84,10.58,10.82,26218600,2017-09-21
10.84,10.86,10.36,10.5,36437500,2017-09-22
10.5,10.62,10.22,10.32,17226300,2017-09-25
10.28,10.8,9.99,10.8,28436300,2017-09-26
10.74,10.78,10.42,10.42,12350200,2017-09-27
