Open,High,Low,Close,Volume,Date
9.7,9.7,9.5,9.51,3053500,2014-03-11
9.51,9.65,9.5,9.58,2398400,2014-03-12
9.58,9.9,9.58,9.8,6927000,2014-03-13
9.76,9.76,9.55,9.7,6202900,2014-03-14
9.7,9.7,9.55,9.55,3393700,2014-03-17
9.65,10.04,9.65,9.92,5783400,2014-03-18
9.81,10.16,9.81,9.98,3651700,2014-03-19
9.99,9.99,9.74,9.8,5171400,2014-03-20
9.98,9.98,9.72,9.72,2246500,2014-03-21
9.7,9.82,9.62,9.81,1990900,2014-03-24
9.72,9.74,9.65,9.7,4106900,2014-03-25
9.65,9.73,9.65,9.71,1269400,2014-03-26
9.8,9.8,9.55,9.6,991300,2014-03-27
9.56,9.75,9.51,9.7,13351500,2014-03-28
9.5,10.16,9.48,10.04,23022300,2014-03-31
9.9,10.12,9.89,9.95,5388200,2014-04-01
9.95,10.06,9.92,9.98,10480500,2014-04-02
10,10.1,9.98,10,3927500,2014-04-03
9.99,10.04,9.97,9.97,3319600,2014-04-04
9.97,10.12,9.96,10,5434500,2014-04-07
9.95,10,9.92,9.95,3394000,2014-04-08
9.99,10,9.89,9.9,7261700,2014-04-10
9.9,9.9,9.65,9.78,2102300,2014-04-11
9.8,9.8,9.61,9.61,3457500,2014-04-14
9.63,9.98,9.63,9.97,3328400,2014-04-15
9.95,9.96,9.94,9.95,6106700,2014-04-16
9.95,10.1,9.95,10.02,2564000,2014-04-21
10.02,10.02,9.98,10,5255300,2014-04-22
10,10.5,9.99,10.4,10230000,2014-04-23
10.52,11,10.5,11,15385800,2014-04-24
11.02,11.4,11.02,11.36,9048700,2014-04-25
11.4,11.96,11.4,11.8,25794500,2014-04-28
11.9,12.22,11.6,12.14,21012800,2014-04-29
12.26,12.52,12.08,12.1,11343500,2014-04-30
12.1,12.12,11.9,11.98,4180900,2014-05-02
11.98,11.98,11.64,11.72,2082900,2014-05-05
11.64,12.3,11.6,12.08,7594800,2014-05-06
12.1,12.18,11.98,12.04,2090600,2014-05-07
12,12.06,11.88,12,3724400,2014-05-08
12.1,12.1,11.86,11.88,9297400,2014-05-09
11.84,11.84,11.5,11.58,3882600,2014-05-12
11.66,12.06,11.66,11.8,4375200,2014-05-13
11.92,12.3,11.9,11.94,26700300,2014-05-14
12,12,11.88,12,3234200,2014-05-15
12,12,11.8,11.96,1797700,2014-05-16
11.92,12.28,11.92,12.08,10316400,2014-05-19
12,12.1,11.92,12,5651200,2014-05-20
12,12.2,11.68,11.78,2759600,2014-05-21
11.78,11.86,11.74,11.8,2645400,2014-05-22
11.78,11.78,11.48,11.78,1524500,2014-05-23
11.76,11.78,11.44,11.46,1310800,2014-05-26
11.7,11.8,11.3,11.6,6005300,2014-05-27
11.5,11.62,11.44,11.58,4228300,2014-05-28
11.56,11.56,11,11,2688500,2014-05-29
11.06,11.3,11.04,11.18,12427900,2014-05-30
11.18,11.22,11.14,11.2,9565600,2014-06-02
11.44,11.5,11.2,11.22,1262000,2014-06-03
11.22,11.5,11.22,11.22,5716000,2014-06-04
11.22,11.36,11.1,11.2,2666500,2014-06-05
11.3,11.48,11.28,11.36,7325600,2014-06-06
11.4,11.7,11.4,11.6,5302900,2014-06-09
11.6,11.66,11.28,11.36,2979800,2014-06-10
11.28,11.28,10.96,11,9943500,2014-06-11
10.98,11.02,10.78,11,11948100,2014-06-13
11,11,10.52,10.68,5995300,2014-06-16
10.54,10.9,10.54,10.68,3551400,2014-06-17
10.68,10.74,10.62,10.74,2221300,2014-06-18
10.76,10.98,10.7,10.84,2441000,2014-06-19
10.84,10.86,10.78,10.82,7370000,2014-06-20
10.8,10.9,10.72,10.8,4124700,2014-06-23
10.74,10.9,10.7,10.76,3158300,2014-06-24
10.82,10.9,10.74,10.74,8232600,2014-06-25
10.76,11.12,10.76,10.84,7399900,2014-06-26
10.92,10.92,10.78,10.8,1940700,2014-06-27
10.82,10.98,10.68,10.76,1744900,2014-06-30
10.78,10.84,10.72,10.84,1011300,2014-07-01
10.9,10.9,10.7,10.72,8345400,2014-07-02
10.72,10.8,10.52,10.58,3377400,2014-07-03
10.6,10.76,10.54,10.68,4596100,2014-07-04
10.68,11.3,10.68,11.28,7328100,2014-07-07
11.26,11.4,10.96,11.28,3440000,2014-07-08
11.26,11.26,10.86,11.14,769500,2014-07-09
11.12,11.4,11.12,11.28,1939000,2014-07-10
11.2,11.26,11,11.26,619500,2014-07-11
11.08,11.22,11.02,11.02,444200,2014-07-14
11.16,11.16,10.9,11.02,1455800,2014-07-15
10.88,11.3,10.86,11.08,4931100,2014-07-17
11,11.02,10.9,10.92,1063200,2014-07-18
10.98,11.46,10.92,11.4,6228300,2014-07-21
11.48,11.68,11.3,11.48,12828200,2014-07-22
11.5,11.54,11.46,11.5,8419500,2014-07-23
11.5,11.52,11.46,11.5,3257900,2014-07-24
11.5,11.62,11.42,11.52,11622400,2014-07-25
11.6,11.6,11.4,11.48,5146300,2014-07-28
11.5,11.56,11.48,11.5,8445800,2014-07-30
11.5,11.54,11.48,11.5,11564500,2014-07-31
11.3,11.62,11.3,11.5,13220000,2014-08-01
11.7,11.98,11.62,11.96,26282800,2014-08-04
11.4,11.62,11.3,11.4,37984000,2014-08-05
11.38,11.38,11.1,11.2,18395900,2014-08-06
11.28,11.28,11.14,11.18,5204000,2014-08-07
11.22,11.22,10.94,10.96,8698100,2014-08-08
10.96,11.1,10.84,10.9,14526600,2014-08-11
10.9,11.18,10.9,11.1,6323900,2014-08-12
11.1,11.26,11.1,11.12,5509400,2014-08-13
11.2,11.26,11.12,11.26,8395900,2014-08-14
11.26,11.34,11.16,11.2,16514600,2014-08-15
11.24,11.54,11.24,11.5,25555400,2014-08-18
11.62,11.64,11.48,11.52,10291600,2014-08-19
11.5,11.72,11.48,11.7,13871900,2014-08-20
11.72,11.8,11.6,11.6,5110200,2014-08-22
11.64,11.64,11.42,11.44,2874600,2014-08-26
11.44,11.5,11.26,11.44,9969900,2014-08-27
11.44,11.56,11.26,11.38,1496600,2014-08-28
11.36,11.52,11.22,11.5,5004200,2014-08-29
11.5,11.6,11.42,11.58,6306900,2014-09-01
11.58,11.62,11.52,11.58,11444300,2014-09-02
11.6,12.08,11.58,11.84,27257900,2014-09-03
11.82,12.16,11.78,12.1,11995400,2014-09-04
12.1,12.62,12.1,12.54,18868700,2014-09-05
12.6,13,12.6,12.92,23368600,2014-09-08
12.8,12.92,12.68,12.92,8892500,2014-09-09
12.86,13.3,12.76,12.8,18007300,2014-09-10
12.74,12.9,12.5,12.56,12718800,2014-09-11
12.6,12.7,12.44,12.62,5434100,2014-09-12
12.62,13,12.62,12.62,4160200,2014-09-15
12.62,13.1,12.62,13,11493800,2014-09-16
13,13.02,12.9,12.94,5258100,2014-09-17
13,13,12.86,12.9,11353400,2014-09-18
12.9,13.08,12.86,13,4859600,2014-09-22
13,13.8,13,13.8,28876500,2014-09-23
13.7,14,13.56,13.68,11501900,2014-09-24
13.64,13.64,13.12,13.12,7232900,2014-09-25
13.14,13.4,12.96,13.2,5007400,2014-09-26
13.4,13.58,13.1,13.28,1475000,2014-09-29
13.28,13.48,13,13.48,5340100,2014-09-30
13.46,13.52,13.1,13.5,3982600,2014-10-01
13.12,13.32,13.06,13.2,1851700,2014-10-02
13.3,13.34,13.2,13.28,1015400,2014-10-03
13.14,13.8,13.14,13.76,5967300,2014-10-07
13.7,14,13.4,13.78,13831900,2014-10-08
13.9,14.1,13.62,14,14017600,2014-10-09
13.9,14.22,13.78,14.2,24576800,2014-10-10
14.06,14.06,13.38,13.6,11116000,2014-10-13
13.38,13.56,13.06,13.06,10695900,2014-10-14
13.2,13.48,13.2,13.3,8791900,2014-10-15
13.2,13.44,13.04,13.32,2541700,2014-10-16
13.3,13.6,13.24,13.3,3486200,2014-10-17
13.3,13.58,13.3,13.42,4005300,2014-10-20
13.46,13.94,13.46,13.9,16822400,2014-10-21
13.9,14.62,13.9,14.5,35004200,2014-10-22
14.46,14.86,14.46,14.7,19789100,2014-10-23
14.78,15.06,14.78,15.02,36438200,2014-10-24
15.1,15.48,14.8,14.98,13837200,2014-10-27
15,15.18,14.96,15.02,8175700,2014-10-28
15.04,15.2,15.04,15.1,21470500,2014-10-29
15.1,15.28,15.1,15.1,13384600,2014-10-30
15.12,15.56,15.1,15.52,20356500,2014-10-31
15.5,15.72,15.48,15.58,28223000,2014-11-03
15.58,15.7,15,15.5,19625600,2014-11-04
15.4,15.48,15.24,15.48,6629000,2014-11-05
15.52,15.82,15.36,15.5,9151700,2014-11-06
15.26,15.26,14.24,14.3,41820200,2014-11-07
14.4,14.6,14.06,14.18,20650600,2014-11-10
13.3,13.5,13.08,13.12,42528700,2014-11-11
13.26,13.72,13.14,13.5,48887200,2014-11-12
13.68,13.7,13.5,13.5,13296300,2014-11-13
13.6,13.6,13.5,13.52,9889200,2014-11-14
13.58,13.8,13.52,13.58,18785100,2014-11-17
13.6,13.66,13.46,13.54,19735100,2014-11-18
13.58,13.66,13.56,13.6,17202600,2014-11-19
13.7,13.72,13.56,13.58,12480400,2014-11-20
13.56,13.66,13.48,13.58,36231200,2014-11-21
13.6,14.1,13.5,14,22124400,2014-11-24
14,14.18,13.94,14.12,22346700,2014-11-25
14.1,14.3,14.04,14.2,16997500,2014-11-26
14.2,14.2,13.74,13.78,5891500,2014-11-27
13.78,14.08,13.78,13.9,3925100,2014-11-28
13.8,14.04,13.7,13.9,21740500,2014-12-01
13.86,13.94,13.78,13.88,12323800,2014-12-02
13.86,14.1,13.66,13.8,11324500,2014-12-03
13.8,13.88,12.56,12.8,38536400,2014-12-04
12.7,12.7,12,12.7,49180500,2014-12-05
12.78,13,12.38,12.38,27511400,2014-12-09
12.38,12.52,12.14,12.26,14941900,2014-12-10
12.04,12.04,10.98,11.24,54847200,2014-12-11
11.32,11.7,11.32,11.7,30535900,2014-12-12
11.58,12.68,11.32,12.6,30381100,2014-12-15
12.58,12.98,12.5,12.82,35437600,2014-12-16
12.8,12.8,12.28,12.3,34974500,2014-12-17
12.48,12.56,12.02,12.46,14445700,2014-12-18
12.6,12.82,12.2,12.36,13129700,2014-12-19
12.38,12.5,12,12.02,9189900,2014-12-22
12.16,12.4,12.08,12.08,5559300,2014-12-23
12.1,12.4,12.08,12.4,5254100,2014-12-29
12.4,12.46,12.1,12.16,4059900,2015-01-05
12.1,12.1,11.96,11.98,8712000,2015-01-06
11.98,12.06,11,11.84,26069400,2015-01-07
11.84,11.88,11.48,11.5,23013000,2015-01-08
11.6,11.8,11.5,11.5,5736700,2015-01-09
11.52,11.7,11.46,11.6,6558200,2015-01-12
11.6,11.6,11.44,11.48,2085800,2015-01-13
11.5,11.98,11.46,11.94,9091200,2015-01-14
11.94,12.26,11.88,12.14,8322800,2015-01-19
12.16,12.6,12.16,12.3,13686800,2015-01-20
12.5,12.72,12.42,12.5,6779300,2015-01-21
12.48,12.48,12.16,12.3,2315100,2015-01-22
12.2,12.6,12.2,12.48,11831200,2015-01-23
12.5,12.96,12.4,12.88,17256600,2015-01-26
12.88,13.46,12.88,13,29421400,2015-01-27
12.9,13,12.58,12.6,21232400,2015-01-28
12.62,12.72,12.3,12.3,10387400,2015-01-29
12.3,12.5,12.3,12.38,5639300,2015-01-30
12.26,12.26,11.82,11.94,12325500,2015-02-02
11.94,12.06,11.86,11.88,8064400,2015-02-03
11.88,12.1,11.84,11.84,4441800,2015-02-04
11.86,12.16,11.82,11.88,9849000,2015-02-05
11.86,11.92,11.68,11.68,3327000,2015-02-06
11.5,11.52,10.14,10.32,48165300,2015-02-09
10.32,10.66,10.3,10.6,42189100,2015-02-10
10.74,10.82,10.5,10.56,25280600,2015-02-11
10.66,11.16,10.66,11.14,19769200,2015-02-12
11.18,11.26,11.04,11.1,8354400,2015-02-13
11.16,11.24,11.14,11.14,4836000,2015-02-16
11.16,11.24,11.14,11.2,3749800,2015-02-17
11.2,11.44,11.18,11.3,13436000,2015-02-18
11.52,11.72,11.4,11.72,6651600,2015-02-20
11.94,11.98,11.58,11.64,8037400,2015-02-23
11.66,11.82,11.62,11.76,2158300,2015-02-24
11.74,11.74,11.06,11.14,24253400,2015-02-25
11.14,11.16,10.76,10.92,21825800,2015-02-26
10.92,11.14,10.66,10.8,12290600,2015-02-27
10.8,10.9,10.6,10.6,13316600,2015-03-02
10.6,10.8,10.38,10.38,17569200,2015-03-03
10.4,10.88,10.4,10.76,17515000,2015-03-04
10.82,10.96,10.78,10.9,8805600,2015-03-05
10.88,11.08,10.88,11.04,7175900,2015-03-06
10.96,10.96,10.58,10.7,12433400,2015-03-09
10.7,10.86,10.62,10.7,4606000,2015-03-10
10.6,10.62,10.4,10.44,18571100,2015-03-11
10.6,10.62,10.5,10.5,4743300,2015-03-12
10.68,10.68,10.52,10.58,7572000,2015-03-13
10.7,10.88,10.52,10.56,6668100,2015-03-16
10.64,10.8,10.58,10.6,11266300,2015-03-17
10.76,10.76,9.9,10.14,29010000,2015-03-18
10.4,10.46,10.22,10.46,17580400,2015-03-19
10.5,10.8,10.5,10.8,27257100,2015-03-20
10.78,10.78,10.5,10.62,7803500,2015-03-23
10.6,10.64,10.26,10.36,8630800,2015-03-24
10.34,10.5,10.18,10.38,5227200,2015-03-25
10.38,10.5,10.36,10.36,1779300,2015-03-26
10.36,10.56,10.32,10.4,5571100,2015-03-27
10.5,10.54,10.4,10.4,9254400,2015-03-30
10.4,10.46,10.38,10.44,5361800,2015-03-31
10.44,10.7,10.32,10.68,7440300,2015-04-01
10.76,11.2,10.76,11.2,19908900,2015-04-06
11.2,11.4,11.18,11.18,13440500,2015-04-07
11.16,11.54,11.04,11.42,21178500,2015-04-08
11.5,11.92,11.5,11.8,37314000,2015-04-10
11.86,12.12,11.6,11.8,30609500,2015-04-13
11.8,12.12,11.8,12.04,13943500,2015-04-14
12.02,12.02,11.32,11.32,17288300,2015-04-15
11.48,11.9,11.32,11.84,21738900,2015-04-16
11.86,12.02,11.7,11.8,14554000,2015-04-17
11.8,11.8,11.1,11.14,18703200,2015-04-20
11.26,11.44,11.2,11.34,9741800,2015-04-21
11.48,11.48,11.04,11.1,8837800,2015-04-22
11.16,11.38,11.14,11.26,15807200,2015-04-23
11.32,11.68,11.32,11.6,19791100,2015-04-24
11.6,11.8,11.36,11.36,11923800,2015-04-27
11.54,11.7,11.36,11.7,14990300,2015-04-28
11.7,11.76,11.42,11.5,3809200,2015-04-29
11.5,11.66,11.16,11.2,6383700,2015-04-30
11.2,11.76,11.2,11.68,8934800,2015-05-04
11.7,11.88,11.68,11.7,15325300,2015-05-05
11.7,11.8,11.54,11.68,17976700,2015-05-06
11.68,11.68,11.42,11.6,8609900,2015-05-07
11.58,11.66,11.5,11.5,3624900,2015-05-08
11.58,11.84,11.58,11.7,13716200,2015-05-11
11.78,12.3,11.7,12.2,28000600,2015-05-12
12.22,12.42,12.1,12.18,11731300,2015-05-13
11.4,11.44,10.22,10.6,91404300,2015-05-14
10.56,10.7,10,10,33599100,2015-05-15
10.22,10.56,10.22,10.4,12252200,2015-05-18
10.5,10.72,10.42,10.58,9988900,2015-05-19
10.6,10.7,10.4,10.4,10586400,2015-05-20
10.56,10.56,9.89,9.9,30655300,2015-05-21
9.93,10,9.56,9.9,38271300,2015-05-22
9.92,10,9.39,9.55,20339000,2015-05-25
9.53,9.53,9.26,9.38,8090200,2015-05-26
9.29,9.29,9,9.01,29181700,2015-05-27
9.05,9.45,8.87,9.29,35782300,2015-05-28
9.38,9.8,9.31,9.7,20112500,2015-05-29
9.69,9.69,9.35,9.47,2741400,2015-06-01
9.48,9.58,9.35,9.4,3023900,2015-06-02
9.4,9.42,9.27,9.38,7378300,2015-06-03
9.38,9.4,9.26,9.34,3871200,2015-06-04
9.33,9.6,9.27,9.38,19092300,2015-06-05
9.38,9.38,9.06,9.1,6286900,2015-06-08
9.08,9.15,8.6,8.71,19639000,2015-06-09
8.8,8.99,8.74,8.97,5435100,2015-06-10
8.99,9.12,8.82,8.83,12099800,2015-06-11
8.95,9.1,8.85,9.1,13835000,2015-06-15
9.12,9.63,9.07,9.5,22334600,2015-06-16
9.55,9.6,9.4,9.5,14315500,2015-06-17
9.5,9.6,9.26,9.33,2194300,2015-06-18
9.34,9.5,9,9,8313900,2015-06-19
9.2,9.4,9.19,9.4,3492900,2015-06-22
9.39,9.39,8.96,9.01,12514400,2015-06-23
9.19,9.19,9,9.08,1891900,2015-06-24
9.08,9.08,8.83,8.85,3914400,2015-06-25
8.92,9.03,8.78,8.78,8157000,2015-06-26
8.76,8.78,8.66,8.7,3918000,2015-06-29
8.71,8.71,8.58,8.61,2503800,2015-06-30
8.61,9.1,8.61,9.1,18414600,2015-07-01
9.1,9.37,9.1,9.15,9763300,2015-07-02
9.15,9.23,9.07,9.14,10552600,2015-07-03
9.1,9.1,8.68,8.75,3138600,2015-07-06
8.74,9.18,8.74,9.1,15355900,2015-07-07
9.1,9.1,8.74,8.77,5069400,2015-07-08
8.77,8.83,8.58,8.6,10154500,2015-07-09
8.61,8.75,8.59,8.6,8007600,2015-07-10
8.65,8.76,8.52,8.53,5619800,2015-07-13
8.71,9.25,8.7,9.21,37050500,2015-07-14
9.25,9.4,9.15,9.29,22194900,2015-07-15
9.33,9.56,9.28,9.5,15783400,2015-07-16
9.51,9.55,9.3,9.41,9470800,2015-07-20
9.41,9.9,9.32,9.9,13976400,2015-07-21
9.9,10.3,9.8,10.22,30253300,2015-07-22
10.3,10.38,10.1,10.12,11246700,2015-07-23
10.12,10.14,9.88,9.94,3509900,2015-07-24
9.94,9.94,9.55,9.65,7233100,2015-07-27
9.56,9.65,9.4,9.4,6310100,2015-07-28
9.42,9.93,9.42,9.8,10028500,2015-07-29
9.86,10.1,9.7,9.9,5095900,2015-07-30
9.9,9.9,9.65,9.7,2550300,2015-07-31
9.71,9.77,9.64,9.69,8642400,2015-08-03
9.66,9.76,9.61,9.75,8997400,2015-08-04
9.75,9.92,9.64,9.65,9111600,2015-08-05
9.7,10,9.6,9.6,3218100,2015-08-06
9.55,9.59,9.53,9.55,6876000,2015-08-07
9.53,9.66,9.3,9.4,3390300,2015-08-10
9.4,9.4,9.21,9.28,17273500,2015-08-11
9.21,9.21,8.94,8.95,3665500,2015-08-12
8.93,9.05,7.98,7.98,61184900,2015-08-13
7.98,7.98,7.21,7.4,83386600,2015-08-14
7.41,7.55,6.98,6.99,37052500,2015-08-17
7.01,7.36,7.01,7.19,29471200,2015-08-18
7.2,7.43,7.18,7.4,23570200,2015-08-19
7.49,7.52,7.15,7.18,7549700,2015-08-20
6.95,6.95,6.3,6.5,18659600,2015-08-24
6.4,6.85,6.29,6.85,20112000,2015-08-25
6.85,6.98,6.52,6.59,12618200,2015-08-26
6.8,7,6.65,6.99,20720000,2015-08-27
7.06,7.2,6.99,7.02,8373000,2015-08-28
7.04,7.06,6.85,6.85,14796700,2015-09-01
6.75,6.86,6.62,6.84,18162500,2015-09-02
6.84,6.91,6.75,6.78,8251600,2015-09-03
6.78,7,6.75,6.9,10439100,2015-09-04
6.87,6.87,6.38,6.6,13829400,2015-09-07
6.64,6.65,6.43,6.62,3581500,2015-09-08
6.72,6.8,6.55,6.55,5742500,2015-09-09
6.55,6.7,6.54,6.59,1070100,2015-09-10
6.56,6.65,6.56,6.6,688700,2015-09-11
6.6,6.76,6.59,6.63,3459100,2015-09-14
6.68,6.85,6.59,6.59,3872500,2015-09-15
6.68,6.86,6.55,6.6,3589400,2015-09-16
6.66,6.73,6.56,6.61,6540200,2015-09-17
6.62,6.7,6.37,6.37,10920900,2015-09-18
6.4,6.5,6.36,6.4,6334500,2015-09-21
6.4,6.4,6.18,6.27,6959400,2015-09-22
6.24,6.24,5.9,6,11079600,2015-09-23
6.02,6.1,5.94,5.98,1487900,2015-09-24
5.95,5.95,5.47,5.51,16965700,2015-09-28
5.52,5.7,5.36,5.6,6286600,2015-09-29
5.6,5.6,5.2,5.21,12703400,2015-09-30
5.21,5.38,5.12,5.19,14449300,2015-10-01
5.22,5.22,4.83,4.87,10272900,2015-10-02
5.07,5.33,5,5.31,20676000,2015-10-05
5.42,5.76,5.4,5.7,20507000,2015-10-06
5.79,6.1,5.7,6.05,26583400,2015-10-07
6.16,6.25,5.9,5.95,9338600,2015-10-08
5.95,6.08,5.82,5.95,6567900,2015-10-09
5.95,6.03,5.75,5.8,5835000,2015-10-12
5.79,6.04,5.73,5.82,6820600,2015-10-13
5.99,6.19,5.9,5.91,23408400,2015-10-14
6,6.57,6,6.55,24661300,2015-10-15
6.6,6.76,6.5,6.64,17824600,2015-10-16
6.68,6.7,6.42,6.5,2273300,2015-10-19
6.5,6.5,6.36,6.48,1825500,2015-10-20
6.47,6.75,6.35,6.71,6148200,2015-10-21
6.7,6.85,6.59,6.59,6364700,2015-10-22
6.64,6.74,6.55,6.69,3191100,2015-10-23
6.82,7,6.82,6.86,8506000,2015-10-26
6.86,6.86,6.68,6.69,7115900,2015-10-27
6.7,6.72,6.44,6.5,6935800,2015-10-28
6.45,6.48,6.2,6.2,8785500,2015-10-29
6.2,6.2,6.11,6.15,4198100,2015-10-30
6.15,6.15,5.95,5.98,7721400,2015-11-02
6,6.47,6,6.4,17194400,2015-11-03
6.4,6.42,6.17,6.2,2528600,2015-11-04
6.2,6.2,5.73,5.78,15306100,2015-11-05
5.8,5.93,5.79,5.79,5918700,2015-11-06
5.79,5.79,5.62,5.63,7915400,2015-11-09
5.63,5.63,5.46,5.48,4494600,2015-11-10
5.46,5.46,5.25,5.25,8439700,2015-11-11
5.25,5.4,5.03,5.03,9373200,2015-11-12
5.06,5.27,5.03,5.1,4737400,2015-11-13
5.05,5.06,4.94,4.94,11246000,2015-11-16
4.95,5.2,4.95,5.05,3725000,2015-11-17
5.15,5.2,5.08,5.11,3635300,2015-11-20
5.19,5.5,5.19,5.49,5308800,2015-11-23
5.42,5.42,5.24,5.24,3002500,2015-11-24
5.25,5.38,5.25,5.32,1089600,2015-11-25
5.32,5.34,5.24,5.26,986300,2015-11-26
5.25,5.35,5.22,5.22,2077700,2015-11-27
5.3,5.34,5.14,5.34,1194500,2015-12-01
5.34,5.43,5.32,5.38,5541800,2015-12-02
5.39,5.4,5.28,5.32,463600,2015-12-03
5.32,5.34,5.18,5.18,2592400,2015-12-04
5.2,5.28,5.14,5.14,1363400,2015-12-07
5.15,5.15,4.88,4.89,7373600,2015-12-08
5,5,4.8,4.8,7757000,2015-12-09
4.79,4.79,4.55,4.56,13150000,2015-12-10
4.56,4.76,4.38,4.41,8814000,2015-12-11
4.43,4.46,4.35,4.41,7320000,2015-12-14
4.4,4.52,4.28,4.38,4652000,2015-12-15
4.34,4.55,4.34,4.55,6760000,2015-12-16
4.58,4.8,4.44,4.57,8309000,2015-12-17
4.54,4.54,4.44,4.44,1295000,2015-12-18
4.4,4.44,4.33,4.35,2466000,2015-12-21
4.35,4.36,4.2,4.2,5188000,2015-12-22
4.26,4.28,4.17,4.28,4117000,2015-12-23
4.38,4.55,4.38,4.54,4639000,2015-12-28
4.55,4.61,4.51,4.54,6462000,2015-12-29
4.55,4.55,4.2,4.3,2024000,2016-01-04
4.25,4.42,4.09,4.18,7101000,2016-01-05
4.18,4.24,4,4.05,12752000,2016-01-06
4.08,4.08,3.78,3.84,13607000,2016-01-07
3.84,3.85,3.66,3.67,12363000,2016-01-08
3.67,3.67,3.5,3.51,7941000,2016-01-11
3.5,3.61,3.44,3.44,6261000,2016-01-12
3.5,3.56,3.44,3.51,23314000,2016-01-13
3.51,3.51,3.21,3.24,20439000,2016-01-14
3.3,3.31,3.08,3.08,20112000,2016-01-15
3,3.15,2.9,3.08,42042000,2016-01-18
3.1,3.22,3.07,3.13,26296000,2016-01-19
3.16,3.28,3.09,3.12,15884000,2016-01-20
3.1,3.16,3.05,3.11,9154000,2016-01-21
3.11,3.45,3.11,3.42,19742000,2016-01-22
3.46,3.64,3.43,3.64,18504000,2016-01-25
3.5,3.65,3.5,3.59,13771000,2016-01-26
3.65,4.03,3.65,3.99,31745000,2016-01-27
3.99,4.18,3.92,3.99,19162000,2016-01-28
4,4.26,3.99,4.1,12972000,2016-01-29
4.16,4.45,4.11,4.11,15686000,2016-02-01
4.11,4.45,4.1,4.45,34195000,2016-02-02
4.4,4.46,4.25,4.25,4876000,2016-02-03
4.29,4.42,4.22,4.22,9846000,2016-02-04
4.22,4.23,4.1,4.11,3244000,2016-02-05
4.11,4.16,3.96,4,5011000,2016-02-09
3.96,4.24,3.96,4.16,5738000,2016-02-10
4.24,4.26,4.12,4.19,2515000,2016-02-11
4.18,4.2,4.07,4.11,3897000,2016-02-12
4.2,4.65,4.19,4.58,34703000,2016-02-15
4.65,4.85,4.48,4.49,29867000,2016-02-16
4.63,4.63,4.38,4.44,4153000,2016-02-17
4.45,4.6,4.45,4.52,6811000,2016-02-18
4.5,4.58,4.23,4.27,11045000,2016-02-19
4.28,4.42,4.25,4.33,2741000,2016-02-22
4.35,4.52,4.3,4.3,3425000,2016-02-23
4.37,4.37,4.25,4.3,1972000,2016-02-24
4.3,4.33,4.15,4.15,3828000,2016-02-26
4.15,4.26,4.14,4.18,3442000,2016-02-29
4.18,4.24,4.15,4.21,1423000,2016-03-01
4.22,4.57,4.22,4.48,13960000,2016-03-02
4.5,4.85,4.5,4.75,16787000,2016-03-03
4.88,4.96,4.77,4.87,7421000,2016-03-04
4.89,4.98,4.7,4.8,7057000,2016-03-07
4.8,4.9,4.75,4.79,2973000,2016-03-08
4.75,4.75,4.55,4.6,5920000,2016-03-09
4.65,5,4.56,4.85,19516000,2016-03-10
4.9,5.07,4.86,5.05,20145000,2016-03-11
5.1,5.15,4.94,4.95,5762400,2016-03-14
4.95,5.24,4.88,5.14,14422000,2016-03-15
5.2,5.4,5.08,5.28,22368200,2016-03-16
5.32,5.4,5.27,5.3,5403200,2016-03-17
5.3,5.54,5.29,5.3,12376400,2016-03-18
5.3,5.45,5.15,5.3,6379200,2016-03-21
5.3,5.39,5.15,5.29,2243100,2016-03-22
5.29,5.29,5.17,5.23,1404900,2016-03-23
5.18,5.29,5.15,5.18,674100,2016-03-28
5.22,5.25,5.15,5.15,2196300,2016-03-29
5.14,5.2,4.9,5.15,9018200,2016-03-30
5.14,5.15,5.07,5.15,2735700,2016-03-31
5.13,5.15,5.05,5.08,887300,2016-04-01
5.09,5.09,4.97,4.99,1120500,2016-04-04
4.98,4.98,4.71,4.75,7297000,2016-04-05
4.75,4.81,4.63,4.72,2468000,2016-04-06
4.75,4.81,4.6,4.6,4325000,2016-04-07
4.62,4.64,4.56,4.59,1007000,2016-04-08
4.59,4.7,4.56,4.66,7474000,2016-04-11
4.69,4.74,4.69,4.7,3668000,2016-04-12
4.73,4.77,4.7,4.7,4002000,2016-04-13
4.74,4.89,4.7,4.76,9363000,2016-04-14
4.77,4.8,4.68,4.7,2775000,2016-04-15
4.68,4.68,4.35,4.37,10443000,2016-04-18
4.37,4.44,4.29,4.4,3791000,2016-04-19
4.4,4.58,4.4,4.51,2326000,2016-04-20
4.51,4.7,4.5,4.64,1875000,2016-04-21
4.64,4.64,4.49,4.49,1059000,2016-04-22
4.5,4.51,4.43,4.45,1339000,2016-04-25
4.43,4.44,4.3,4.3,1676000,2016-04-26
4.3,4.3,4.18,4.19,2289000,2016-04-27
4.2,4.35,4.2,4.29,1343000,2016-04-28
4.31,4.31,4.18,4.26,1367000,2016-04-29
4.25,4.25,4.1,4.19,1431000,2016-05-02
4.19,4.32,4.13,4.13,4600000,2016-05-03
4.15,4.15,4.03,4.04,4158000,2016-05-04
4.04,4.06,4,4,6023000,2016-05-05
4.04,4.17,4.03,4.08,3852000,2016-05-06
4.06,4.34,4.06,4.34,5659000,2016-05-10
4.37,4.69,4.37,4.64,14491000,2016-05-11
